clip,policy,frames,fps,n_bins,n_bins_eligible,bin_eligible_frac,bin_score_mean,infeasible_frac,severe_frac,severe_frac_guarded,feasible_frac_kept,n_severe_windows,screen_schema,screen_gap_m
CMU_120_120_21_poses_120_jpos,screened,1297,50.0,26,9,0.34615384615384615,0.42615384615384616,0.2413261372397841,0.2413261372397841,0.5728604471858134,0.4271395528141866,7,torque_limited,0.06
CMU_122_122_01_poses_120_jpos,screened,264,50.0,6,2,0.3333333333333333,0.3433333333333333,0.21212121212121213,0.21212121212121213,0.6022727272727273,0.39015151515151514,3,torque_limited,0.06
CMU_122_122_09_poses_120_jpos,screened,188,50.0,4,1,0.25,0.4,0.3723404255319149,0.3723404255319149,0.6382978723404256,0.3617021276595745,1,torque_limited,0.06
CMU_122_122_34_poses_120_jpos,screened,403,50.0,9,3,0.3333333333333333,0.3977777777777778,0.4317617866004963,0.4317617866004963,0.5558312655086849,0.4441687344913151,1,torque_limited,0.06
CMU_122_122_44_poses_120_jpos,screened,275,50.0,6,6,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
CMU_122_122_48_poses_120_jpos,screened,185,50.0,4,1,0.25,0.435,0.005405405405405406,0.005405405405405406,0.5297297297297298,0.4702702702702703,1,torque_limited,0.06
CMU_122_122_55_poses_120_jpos,screened,307,50.0,7,2,0.2857142857142857,0.4257142857142857,0.029315960912052116,0.029315960912052116,0.36482084690553745,0.48534201954397393,2,torque_limited,0.06
CMU_123_123_10_poses_120_jpos,screened,333,50.0,7,7,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
CMU_127_127_16_poses_120_jpos,screened,108,50.0,3,0,0.0,0.0,0.2222222222222222,0.2222222222222222,1.0,0.0,4,torque_limited,0.06
CMU_12_12_02_poses_120_jpos,screened,280,50.0,6,3,0.5,0.5266666666666667,0.017857142857142856,0.017857142857142856,0.5071428571428571,0.4928571428571429,2,torque_limited,0.06
CMU_131_131_12_poses_120_jpos,screened,320,50.0,7,1,0.14285714285714285,0.2714285714285714,0.165625,0.165625,0.703125,0.296875,4,torque_limited,0.06
CMU_132_132_10_poses_120_jpos,screened,677,50.0,14,14,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
CMU_132_132_19_poses_120_jpos,screened,113,50.0,3,3,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
CMU_132_132_22_poses_120_jpos,screened,155,50.0,4,2,0.5,0.51,0.01935483870967742,0.01935483870967742,0.3419354838709677,0.6580645161290323,1,torque_limited,0.06
CMU_132_132_43_poses_120_jpos,screened,335,50.0,7,7,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
CMU_132_132_46_poses_120_jpos,screened,510,50.0,11,11,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
CMU_132_132_47_poses_120_jpos,screened,629,50.0,13,13,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
CMU_132_132_53_poses_120_jpos,screened,2709,50.0,55,5,0.09090909090909091,0.16145454545454546,0.2517534145441122,0.2517534145441122,0.8416389811738649,0.14876338132152087,49,torque_limited,0.06
CMU_133_133_04_poses_120_jpos,screened,326,50.0,7,3,0.42857142857142855,0.5371428571428571,0.08588957055214724,0.08588957055214724,0.49693251533742333,0.5030674846625767,6,torque_limited,0.06
CMU_133_133_23_poses_120_jpos,screened,353,50.0,8,8,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
CMU_133_133_25_poses_120_jpos,screened,171,50.0,4,4,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
CMU_135_135_02_poses_120_jpos,screened,2168,50.0,44,5,0.11363636363636363,0.12318181818181818,0.2878228782287823,0.29289667896678967,0.8745387453874539,0.11023985239852399,57,torque_limited,0.06
CMU_136_136_02_poses_120_jpos,screened,358,50.0,8,4,0.5,0.5475,0.08379888268156424,0.08379888268156424,0.505586592178771,0.49441340782122906,2,torque_limited,0.06
CMU_136_136_06_poses_120_jpos,screened,393,50.0,8,2,0.25,0.26,0.17557251908396945,0.17557251908396945,0.7353689567430025,0.26463104325699743,8,torque_limited,0.06
CMU_136_136_27_poses_120_jpos,screened,453,50.0,10,2,0.2,0.236,0.2163355408388521,0.2163355408388521,0.7373068432671082,0.26048565121412803,8,torque_limited,0.06
CMU_137_137_08_poses_120_jpos,screened,808,50.0,17,5,0.29411764705882354,0.3364705882352941,0.1150990099009901,0.1150990099009901,0.6658415841584159,0.30198019801980197,9,torque_limited,0.06
CMU_137_137_13_poses_120_jpos,screened,1235,50.0,25,11,0.44,0.58,0.05020242914979757,0.05020242914979757,0.42105263157894735,0.5748987854251012,5,torque_limited,0.06
CMU_138_138_23_poses_120_jpos,screened,191,50.0,4,4,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
CMU_138_138_25_poses_120_jpos,screened,149,50.0,3,0,0.0,0.0,0.12080536912751678,0.12080536912751678,0.8322147651006712,0.0,3,torque_limited,0.06
CMU_139_139_15_poses_60_jpos,screened,898,50.0,18,0,0.0,0.0,0.2594654788418708,0.2594654788418708,0.9643652561247216,0.0,13,torque_limited,0.06
CMU_13_13_07_poses_120_jpos,screened,605,50.0,13,13,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
CMU_13_13_08_poses_120_jpos,screened,668,50.0,14,14,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
CMU_13_13_32_poses_120_jpos,screened,140,50.0,3,0,0.0,0.0,0.2357142857142857,0.2357142857142857,0.9571428571428572,0.0,3,torque_limited,0.06
CMU_141_141_18_poses_60_jpos,screened,323,50.0,7,4,0.5714285714285714,0.7057142857142856,0.02786377708978328,0.02786377708978328,0.23529411764705882,0.7647058823529411,1,torque_limited,0.06
CMU_141_141_21_poses_60_jpos,screened,226,50.0,5,5,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
CMU_143_143_01_poses_60_jpos,screened,83,50.0,2,0,0.0,0.0,0.08433734939759036,0.08433734939759036,1.0,0.0,2,torque_limited,0.06
CMU_143_143_09_poses_60_jpos,screened,454,50.0,10,3,0.3,0.316,0.10572687224669604,0.10572687224669604,0.7158590308370044,0.24669603524229075,8,torque_limited,0.06
CMU_143_143_10_poses_60_jpos,screened,479,50.0,10,7,0.7,0.772,0.029227557411273485,0.029227557411273485,0.23799582463465555,0.7620041753653445,1,torque_limited,0.06
CMU_143_143_20_poses_60_jpos,screened,542,50.0,11,8,0.7272727272727273,0.7872727272727272,0.03136531365313653,0.03136531365313653,0.2158671586715867,0.7841328413284133,1,torque_limited,0.06
CMU_143_143_27_poses_60_jpos,screened,586,50.0,12,12,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
CMU_143_143_38_poses_60_jpos,screened,1097,50.0,22,18,0.8181818181818182,0.8990909090909092,0.010027347310847767,0.010027347310847767,0.10118505013673655,0.8988149498632635,1,torque_limited,0.06
CMU_144_144_05_poses_120_jpos,screened,1161,50.0,24,1,0.041666666666666664,0.07583333333333332,0.32127476313522824,0.32127476313522824,0.9509043927648578,0.04478897502153316,22,torque_limited,0.06
CMU_144_144_17_poses_120_jpos,screened,1175,50.0,24,0,0.0,0.0,0.34808510638297874,0.34808510638297874,0.9285106382978724,0.0,21,torque_limited,0.06
CMU_144_144_28_poses_120_jpos,screened,953,50.0,20,8,0.4,0.564,0.030430220356768102,0.030430220356768102,0.45750262329485836,0.5424973767051416,6,torque_limited,0.06
CMU_15_15_01_poses_120_jpos,screened,2302,50.0,47,47,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
CMU_16_16_35_poses_120_jpos,screened,68,50.0,2,0,0.0,0.0,0.11764705882352941,0.11764705882352941,1.0,0.0,2,torque_limited,0.06
CMU_17_17_09_poses_120_jpos,screened,2533,50.0,51,51,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
CMU_18_19_Justin_18_07_poses_120_jpos,screened,121,50.0,3,0,0.0,0.0,0.1487603305785124,0.1487603305785124,0.9008264462809917,0.0,2,torque_limited,0.06
CMU_18_19_Justin_18_15_poses_120_jpos,screened,640,50.0,13,5,0.38461538461538464,0.536923076923077,0.11875,0.11875,0.4703125,0.5296875,4,torque_limited,0.06
CMU_20_21_rory1_20_08_poses_120_jpos,screened,89,50.0,2,2,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
CMU_22_23_justin_22_06_poses_120_jpos,screened,210,50.0,5,5,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
CMU_22_23_justin_22_12_poses_120_jpos,screened,127,50.0,3,0,0.0,0.0,0.07086614173228346,0.07086614173228346,1.0,0.0,3,torque_limited,0.06
CMU_22_23_justin_22_22_poses_120_jpos,screened,75,50.0,2,2,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
CMU_27_27_11_poses_120_jpos,screened,807,50.0,17,17,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
CMU_28_28_16_poses_120_jpos,screened,2334,50.0,47,47,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
CMU_29_29_13_poses_120_jpos,screened,6111,50.0,123,123,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
CMU_29_29_15_poses_120_jpos,screened,1845,50.0,37,37,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
CMU_29_29_24_poses_120_jpos,screened,1772,50.0,36,36,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
CMU_30_30_09_poses_120_jpos,screened,1566,50.0,32,32,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
CMU_30_30_13_poses_120_jpos,screened,819,50.0,17,17,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
CMU_32_32_01_poses_120_jpos,screened,201,50.0,5,5,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
CMU_35_35_06_poses_120_jpos,screened,183,50.0,4,4,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
CMU_35_35_07_poses_120_jpos,screened,150,50.0,3,3,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
CMU_35_35_14_poses_120_jpos,screened,171,50.0,4,4,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
CMU_35_35_32_poses_120_jpos,screened,163,50.0,4,4,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
CMU_35_35_33_poses_120_jpos,screened,175,50.0,4,4,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
CMU_36_36_04_poses_120_jpos,screened,1553,50.0,32,6,0.1875,0.2975,0.27945911139729557,0.27945911139729557,0.7128139085640696,0.2762395363811977,8,torque_limited,0.06
CMU_36_36_18_poses_120_jpos,screened,1793,50.0,36,10,0.2777777777777778,0.34111111111111114,0.35973229224762965,0.35973229224762965,0.6480758505298383,0.3424428332403793,8,torque_limited,0.06
CMU_37_37_01_poses_120_jpos,screened,213,50.0,5,5,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
CMU_38_38_02_poses_120_jpos,screened,175,50.0,4,2,0.5,0.61,0.017142857142857144,0.017142857142857144,0.3028571428571429,0.6971428571428572,1,torque_limited,0.06
CMU_39_39_05_poses_120_jpos,screened,167,50.0,4,0,0.0,0.31,0.023952095808383235,0.023952095808383235,0.6287425149700598,0.3712574850299401,2,torque_limited,0.06
CMU_40_40_02_poses_120_jpos,screened,2081,50.0,42,28,0.6666666666666666,0.7847619047619047,0.024987986544930323,0.024987986544930323,0.21720326765977896,0.7827967323402211,4,torque_limited,0.06
CMU_40_40_11_poses_120_jpos,screened,2508,50.0,51,51,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
CMU_40_40_12_poses_120_jpos,screened,3515,50.0,71,71,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
CMU_54_54_21_poses_120_jpos,screened,2912,50.0,59,25,0.423728813559322,0.4586440677966102,0.11778846153846154,0.11778846153846154,0.5113324175824175,0.4646291208791209,27,torque_limited,0.06
CMU_54_54_22_poses_120_jpos,screened,1056,50.0,22,8,0.36363636363636365,0.43090909090909085,0.13920454545454544,0.13920454545454544,0.5331439393939394,0.44886363636363635,11,torque_limited,0.06
CMU_54_54_23_poses_120_jpos,screened,1791,50.0,36,36,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
CMU_55_55_01_poses_120_jpos,screened,753,50.0,16,7,0.4375,0.595,0.010624169986719787,0.010624169986719787,0.40903054448871184,0.5697211155378487,3,torque_limited,0.06
CMU_55_55_10_poses_120_jpos,screened,568,50.0,12,12,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
CMU_55_55_12_poses_120_jpos,screened,865,50.0,18,15,0.8333333333333334,0.8522222222222222,0.03815028901734104,0.03815028901734104,0.15375722543352602,0.846242774566474,1,torque_limited,0.06
CMU_55_55_18_poses_120_jpos,screened,2245,50.0,45,45,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
CMU_60_60_09_poses_60_jpos,screened,2145,50.0,43,7,0.16279069767441862,0.19023255813953488,0.26666666666666666,0.26666666666666666,0.7906759906759907,0.18834498834498833,37,torque_limited,0.06
CMU_60_60_15_poses_60_jpos,screened,1783,50.0,36,16,0.4444444444444444,0.48944444444444435,0.04374649467190129,0.04374649467190129,0.48625911385305665,0.4845765563656758,15,torque_limited,0.06
CMU_62_62_05_poses_60_jpos,screened,965,50.0,20,20,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
CMU_62_62_14_poses_60_jpos,screened,561,50.0,12,12,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
CMU_62_62_19_poses_60_jpos,screened,549,50.0,11,11,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
CMU_63_63_09_poses_120_jpos,screened,188,50.0,4,1,0.25,0.35,0.0425531914893617,0.05851063829787234,0.6276595744680851,0.3723404255319149,2,torque_limited,0.06
CMU_63_63_27_poses_120_jpos,screened,237,50.0,5,2,0.4,0.5599999999999999,0.04219409282700422,0.04219409282700422,0.4641350210970464,0.5358649789029536,1,torque_limited,0.06
CMU_64_64_28_poses_120_jpos,screened,215,50.0,5,5,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
CMU_74_74_05_poses_60_jpos,screened,269,50.0,6,6,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
CMU_74_74_09_poses_120_jpos,screened,83,50.0,2,2,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
CMU_76_76_10_poses_120_jpos,screened,569,50.0,12,12,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
CMU_77_77_02_poses_60_jpos,screened,780,50.0,16,16,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
CMU_77_77_04_poses_60_jpos,screened,735,50.0,15,15,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
CMU_77_77_30_poses_60_jpos,screened,1050,50.0,21,21,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
CMU_78_78_31_poses_120_jpos,screened,333,50.0,7,0,0.0,0.0,0.32732732732732733,0.3303303303303303,1.0,0.0,12,torque_limited,0.06
CMU_79_79_01_poses_60_jpos,screened,488,50.0,10,4,0.4,0.576,0.0,0.02459016393442623,0.4344262295081967,0.5655737704918032,2,torque_limited,0.06
CMU_79_79_39_poses_60_jpos,screened,673,50.0,14,14,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
CMU_79_79_54_poses_60_jpos,screened,972,50.0,20,20,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
CMU_79_79_59_poses_60_jpos,screened,708,50.0,15,15,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
CMU_79_79_84_poses_60_jpos,screened,730,50.0,15,15,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
CMU_79_79_89_poses_60_jpos,screened,737,50.0,15,15,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
CMU_79_79_96_poses_60_jpos,screened,465,50.0,10,10,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
CMU_80_80_06_poses_60_jpos,screened,801,50.0,17,17,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
CMU_80_80_16_poses_60_jpos,screened,1049,50.0,21,21,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
CMU_80_80_40_poses_60_jpos,screened,762,50.0,16,16,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
CMU_80_80_47_poses_60_jpos,screened,836,50.0,17,17,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
CMU_82_82_07_poses_120_jpos,screened,499,50.0,10,1,0.1,0.11400000000000002,0.35070140280561124,0.35070140280561124,0.8857715430861723,0.11422845691382766,11,torque_limited,0.06
CMU_83_83_15_poses_120_jpos,screened,218,50.0,5,1,0.2,0.368,0.4954128440366973,0.4954128440366973,0.7247706422018348,0.27522935779816515,1,torque_limited,0.06
CMU_83_83_16_poses_120_jpos,screened,213,50.0,5,2,0.4,0.44800000000000006,0.4084507042253521,0.4084507042253521,0.647887323943662,0.352112676056338,2,torque_limited,0.06
CMU_83_83_34_poses_120_jpos,screened,403,50.0,9,3,0.3333333333333333,0.3977777777777778,0.4317617866004963,0.4317617866004963,0.5558312655086849,0.4441687344913151,1,torque_limited,0.06
CMU_83_83_49_poses_120_jpos,screened,190,50.0,4,1,0.25,0.29,0.10526315789473684,0.10526315789473684,0.6947368421052632,0.30526315789473685,3,torque_limited,0.06
CMU_83_83_53_poses_120_jpos,screened,225,50.0,5,1,0.2,0.23199999999999998,0.19555555555555557,0.19555555555555557,0.7422222222222222,0.2577777777777778,4,torque_limited,0.06
CMU_84_84_01_poses_60_jpos,screened,386,50.0,8,8,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
CMU_84_84_05_poses_60_jpos,screened,269,50.0,6,6,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
CMU_84_84_09_poses_120_jpos,screened,83,50.0,2,2,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
CMU_85_85_09_poses_120_jpos,screened,105,50.0,3,3,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
CMU_89_89_02_poses_120_jpos,screened,150,50.0,3,3,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
CMU_91_91_11_poses_120_jpos,screened,776,50.0,16,16,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
CMU_91_91_12_poses_120_jpos,screened,926,50.0,19,19,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
CMU_91_91_17_poses_120_jpos,screened,633,50.0,13,13,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
DFaust_67_50002_50002_light_hopping_loose_poses_60_jpos,screened,195,50.0,4,0,0.0,0.0,0.020512820512820513,0.020512820512820513,0.8358974358974359,0.0,3,torque_limited,0.06
DFaust_67_50004_50004_knees_poses_60_jpos,screened,609,50.0,13,4,0.3076923076923077,0.40923076923076923,0.2348111658456486,0.2348111658456486,0.5714285714285714,0.3694581280788177,3,torque_limited,0.06
DFaust_67_50004_50004_shake_hips_poses_60_jpos,screened,178,50.0,4,4,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
DFaust_67_50009_50009_light_hopping_stiff_poses_60_jpos,screened,211,50.0,5,5,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
DFaust_67_50009_50009_one_leg_loose_poses_60_jpos,screened,149,50.0,3,3,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
DFaust_67_50020_50020_knees_poses_60_jpos,screened,429,50.0,9,9,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
DFaust_67_50025_50025_punching_poses_60_jpos,screened,166,50.0,4,1,0.25,0.45499999999999996,0.13855421686746988,0.13855421686746988,0.6566265060240963,0.3433734939759036,2,torque_limited,0.06
DFaust_67_50027_50027_hips_poses_60_jpos,screened,675,50.0,14,14,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
Eyes_Japan_Dataset_aita_accident-08-damage_rightfoot-aita_poses_120_jpos,screened,1500,50.0,30,16,0.5333333333333333,0.5506666666666666,0.162,0.162,0.422,0.5506666666666666,6,torque_limited,0.06
Eyes_Japan_Dataset_aita_gesture_etc-20-swing_chair-aita_poses_120_jpos,screened,1500,50.0,30,6,0.2,0.264,0.44,0.44,0.7066666666666667,0.264,4,torque_limited,0.06
Eyes_Japan_Dataset_aita_gesture_etc-22-mobile_receive-aita_poses_120_jpos,screened,1500,50.0,30,30,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
Eyes_Japan_Dataset_aita_gesture_etc-48-medium_drum-aita_poses_120_jpos,screened,1500,50.0,30,30,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
Eyes_Japan_Dataset_aita_greeting-02-bye-aita_poses_120_jpos,screened,1500,50.0,30,30,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
Eyes_Japan_Dataset_aita_greeting-10-card_exchange-aita_poses_120_jpos,screened,1500,50.0,30,30,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
Eyes_Japan_Dataset_aita_pain-01-headache-aita_poses_120_jpos,screened,1500,50.0,30,30,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
Eyes_Japan_Dataset_aita_pose-14-look_up-aita_poses_120_jpos,screened,1500,50.0,30,30,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
Eyes_Japan_Dataset_aita_pose-18-applause-aita_poses_120_jpos,screened,1500,50.0,30,30,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
Eyes_Japan_Dataset_aita_sitdown_standup-16-reseat-aita_poses_120_jpos,screened,1500,50.0,30,9,0.3,0.36733333333333335,0.39466666666666667,0.39466666666666667,0.6326666666666667,0.36733333333333335,5,torque_limited,0.06
Eyes_Japan_Dataset_aita_walk-05-backward-aita_poses_120_jpos,screened,1500,50.0,30,16,0.5333333333333333,0.596,0.051333333333333335,0.051333333333333335,0.404,0.596,11,torque_limited,0.06
Eyes_Japan_Dataset_aita_walk-23-shuffle_oneleg-aita_poses_120_jpos,screened,1500,50.0,30,3,0.1,0.15133333333333335,0.422,0.422,0.8486666666666667,0.15133333333333332,33,torque_limited,0.06
Eyes_Japan_Dataset_hamada_accident-08-damage_rightfoot-hamada_poses_120_jpos,screened,1488,50.0,30,17,0.5666666666666667,0.6926666666666667,0.056451612903225805,0.056451612903225805,0.30981182795698925,0.6901881720430108,5,torque_limited,0.06
Eyes_Japan_Dataset_hamada_gesture_etc-33-watch_here-hamada_poses_120_jpos,screened,1488,50.0,30,30,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
Eyes_Japan_Dataset_hamada_gesture_etc-41-mosh-hamada_poses_120_jpos,screened,1488,50.0,30,30,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
Eyes_Japan_Dataset_hamada_gesture_etc-48-medium_drum-hamada_poses_120_jpos,screened,1488,50.0,30,30,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
Eyes_Japan_Dataset_hamada_pain-03-toothache-hamada_poses_120_jpos,screened,1488,50.0,30,30,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
Eyes_Japan_Dataset_hamada_pose-04-drank-hamada_poses_120_jpos,screened,1488,50.0,30,25,0.8333333333333334,0.8520000000000001,0.012096774193548387,0.012096774193548387,0.14919354838709678,0.8508064516129032,3,torque_limited,0.06
Eyes_Japan_Dataset_hamada_throw_toss-14-pass_to_right_heavy-hamada_poses_120_jpos,screened,1500,50.0,30,30,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
Eyes_Japan_Dataset_hamada_turn-05-turn-hamada_poses_120_jpos,screened,1500,50.0,30,30,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
Eyes_Japan_Dataset_hamada_walk-02-drank-hamada_poses_120_jpos,screened,1500,50.0,30,5,0.16666666666666666,0.20800000000000002,0.22466666666666665,0.22466666666666665,0.792,0.208,36,torque_limited,0.06
Eyes_Japan_Dataset_hamada_walk-10-shoulder_bag-hamada_poses_120_jpos,screened,1500,50.0,30,27,0.9,0.9306666666666668,0.0026666666666666666,0.0026666666666666666,0.06933333333333333,0.9306666666666666,1,torque_limited,0.06
Eyes_Japan_Dataset_hamada_walk-17-push_by_back-hamada_poses_120_jpos,screened,1500,50.0,30,27,0.9,0.9233333333333335,0.01,0.01,0.07666666666666666,0.9233333333333333,1,torque_limited,0.06
Eyes_Japan_Dataset_kaiwa_gesture_etc-01-set_1-kaiwa_poses_120_jpos,screened,1500,50.0,30,30,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
Eyes_Japan_Dataset_kaiwa_gesture_etc-31-ok-kaiwa_poses_120_jpos,screened,1500,50.0,30,30,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
Eyes_Japan_Dataset_kaiwa_greeting-05-salute_(chest)-kaiwa_poses_120_jpos,screened,1500,50.0,30,30,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
Eyes_Japan_Dataset_kaiwa_greeting-07-bow-kaiwa_poses_120_jpos,screened,1500,50.0,30,30,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
Eyes_Japan_Dataset_kaiwa_jump-03-vertical-kaiwa_poses_120_jpos,screened,1500,50.0,30,10,0.3333333333333333,0.386,0.156,0.156,0.5746666666666667,0.386,16,torque_limited,0.06
Eyes_Japan_Dataset_kaiwa_pose-18-applause-kaiwa_poses_120_jpos,screened,1500,50.0,30,30,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
Eyes_Japan_Dataset_kaiwa_walk-24-listless-kaiwa_poses_120_jpos,screened,1480,50.0,30,30,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
Eyes_Japan_Dataset_kanno_accident-02-dodge_fast-kanno_poses_120_jpos,screened,1488,50.0,30,11,0.36666666666666664,0.5106666666666666,0.034274193548387094,0.034274193548387094,0.4831989247311828,0.5067204301075269,12,torque_limited,0.06
Eyes_Japan_Dataset_kanno_accident-11-fall_down-kanno_poses_120_jpos,screened,1488,50.0,30,8,0.26666666666666666,0.31333333333333335,0.1297043010752688,0.1297043010752688,0.6626344086021505,0.3077956989247312,18,torque_limited,0.06
Eyes_Japan_Dataset_kanno_accident-13-damage_back-kanno_poses_120_jpos,screened,1488,50.0,30,27,0.9,0.914,0.009408602150537635,0.009408602150537635,0.08669354838709678,0.9133064516129032,2,torque_limited,0.06
Eyes_Japan_Dataset_kanno_gesture_etc-41-mosh-kanno_poses_120_jpos,screened,1681,50.0,34,13,0.38235294117647056,0.5029411764705882,0.05056513979773944,0.05056513979773944,0.5026769779892921,0.49732302201070794,19,torque_limited,0.06
Eyes_Japan_Dataset_kanno_greeting-03-election-kanno_poses_120_jpos,screened,1687,50.0,34,31,0.9117647058823529,0.9341176470588236,0.007113218731475993,0.007113218731475993,0.06639004149377593,0.9336099585062241,1,torque_limited,0.06
Eyes_Japan_Dataset_kanno_pose-14-look_up-kanno_poses_120_jpos,screened,1488,50.0,30,30,1.0,1.0,0.0,0.0,0.0,1.0,0,torque_limited,0.06
